,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OBJECTID,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,VULEOPCT,MINORPOP,MINORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D_PM25_2,D_OZONE_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_LDPNT_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_UST_2,D_PWDIS_2,P_VULEOPCT,P_MINORPCT,P_LWINCPCT,P_UNEMPPCT,P_LNGISPCT,P_LESHSPCT,P_UNDR5PCT,P_OVR64PCT,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_PM25_D2,P_OZONE_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_LDPNT_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_UST_D2,P_PWDIS_D2,B_VULEOPCT,B_MINORPCT,B_LWINCPCT,B_UNEMPPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_PM25,B_OZONE,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_PM25_D2,B_OZONE_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_LDPNT_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_UST_D2,B_PWDIS_D2,T_VULEOPCT,T_MINORPCT,T_LWINCPCT,T_UNEMPPCT,T_LNGISPCT,T_LESHSPCT,T_UNDR5PCT,T_OVR64PCT,T_PM25,T_OZONE,T_DSLPM,T_CANCR,T_RESP,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_PM25_D2,T_OZONE_D2,T_DSLPM_D2,T_CANCR_D2,T_RESP_D2,T_PTRAF_D2,T_LDPNT_D2,T_PNPL_D2,T_PRMP_D2,T_PTSDF_D2,T_UST_D2,T_PWDIS_D2,EXCEED_COUNT_80,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area
549,549,549,549,549,549,549,549,6133,6134,06037201501,California,CA,Los Angeles,9,5560.0,,,,,,0.617866993443965,,0.902158273381295,,0.333575713506635,,0.087593850554165,,0.1328125,,0.313367609254498,,0.054136690647482,,0.159712230215827,12.623078630137,52.134743137254894,0.499637593794202,40.0,0.5,1167.86846017069,,0.710821998817268,0.25051019349142,0.750586542463559,9.60662593861011,17.4852561437,,39.54348758041376,39.54348758041376,49.4293594755172,60.550965357508574,56.84376339684478,43.25068954107754,56.22589640340082,53.75442842962496,35.218418626306004,50.665093462405125,55.60802940995685,,75.0,82.0,62.0,78.0,76.0,83.0,46.0,63.0,64.0,64.0,80.0,98.0,92.0,70.0,91.0,87.0,57.0,82.0,90.0,,76.0,80.0,85.0,88.0,87.0,83.0,92.0,90.0,71.0,88.0,92.0,,8.0,9.0,7.0,8.0,9.0,8.0,5.0,7.0,7.0,7.0,9.0,11.0,10.0,8.0,10.0,9.0,6.0,9.0,10.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,9.0,10.0,0.0,75 %ile,82 %ile,62 %ile,78 %ile,76 %ile,83 %ile,46 %ile,63 %ile,64 %ile,64 %ile,80 %ile,98 %ile,92 %ile,70 %ile,91 %ile,87 %ile,57 %ile,82 %ile,90 %ile,,76 %ile,80 %ile,85 %ile,88 %ile,87 %ile,83 %ile,92 %ile,90 %ile,71 %ile,88 %ile,92 %ile,,,,,,,5318.534950093029,1298991.339192961
550,550,550,550,550,550,550,550,6134,6135,06037201503,California,CA,Los Angeles,9,3330.0,,,,,,0.719350363021249,,0.949249249249249,,0.489451476793249,,0.058276503409795,,0.183414634146341,,0.36092715231788,,0.081681681681682,,0.106306306306306,12.6428493150685,51.809998692810495,0.501866375699015,40.0,0.5,812.4994184388739,,0.581351094196003,0.208439425389575,0.778356607406354,8.91827493927255,0.0,,46.038423233359936,45.31907287033869,57.54802904169992,70.4963355760824,66.18023339795491,44.59972250731744,58.98672976774242,59.70608013076368,41.72232105523244,56.82867867867867,0.0,,89.0,89.0,83.0,53.0,86.0,87.0,80.0,32.0,64.0,63.0,80.0,98.0,92.0,62.0,82.0,83.0,58.0,79.0,0.0,,83.0,86.0,90.0,94.0,93.0,85.0,93.0,95.0,78.0,92.0,0.0,,9.0,9.0,9.0,6.0,9.0,9.0,9.0,4.0,7.0,7.0,9.0,11.0,10.0,7.0,9.0,9.0,6.0,8.0,1.0,0.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,11.0,8.0,10.0,1.0,0.0,89 %ile,89 %ile,83 %ile,53 %ile,86 %ile,87 %ile,80 %ile,32 %ile,64 %ile,63 %ile,80 %ile,98 %ile,92 %ile,62 %ile,82 %ile,83 %ile,58 %ile,79 %ile,0 %ile,,83 %ile,86 %ile,90 %ile,94 %ile,93 %ile,85 %ile,93 %ile,95 %ile,78 %ile,92 %ile,0 %ile,,,,,,,3390.803434834166,642148.1685239926
551,551,551,551,551,551,551,551,6135,6136,06037201504,California,CA,Los Angeles,9,2151.0,,,,,,0.671713728161424,,0.925615992561599,,0.41781146376125,,0.079256360078278,,0.0546875,,0.358084663428174,,0.063226406322641,,0.164574616457461,12.7047660273973,51.5478418300654,0.509905451242184,40.0,0.5,623.748471900714,,0.620155038759689,0.201428612979107,0.916326035171474,10.4410164660237,0.0,,44.33310605865402,42.31796487416975,54.408811981075374,65.8279453598196,61.797662990851045,38.2876825052012,57.09566689372108,55.75223943739823,41.64625114600832,56.42395316555966,0.0,,83.0,86.0,74.0,73.0,46.0,87.0,59.0,65.0,66.0,63.0,81.0,98.0,92.0,57.0,85.0,83.0,62.0,84.0,0.0,,81.0,83.0,88.0,92.0,90.0,78.0,92.0,92.0,78.0,91.0,0.0,,9.0,9.0,8.0,8.0,9.0,5.0,6.0,7.0,7.0,7.0,9.0,11.0,10.0,6.0,9.0,9.0,7.0,9.0,1.0,0.0,9.0,9.0,9.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,1.0,0.0,83 %ile,86 %ile,74 %ile,73 %ile,46 %ile,87 %ile,59 %ile,65 %ile,66 %ile,63 %ile,81 %ile,98 %ile,92 %ile,57 %ile,85 %ile,83 %ile,62 %ile,84 %ile,0 %ile,,81 %ile,83 %ile,88 %ile,92 %ile,90 %ile,78 %ile,92 %ile,92 %ile,78 %ile,91 %ile,0 %ile,,,,,,,3548.953077066461,538294.5168959224
552,552,552,552,552,552,552,552,6136,6137,06037201601,California,CA,Los Angeles,9,2445.0,,,,,,0.680368098159508,,0.952147239263803,,0.408588957055214,,0.198936977980258,,0.166007905138339,,0.30036855036855,,0.021676891615542,,0.159918200408997,12.7930435616438,50.9544895424837,0.515963763731196,40.0,0.5,708.993748410655,,0.540816326530612,0.176015343173769,1.60731770455472,14.0582548089163,14.3779229882,,46.26503067484658,41.502453987730014,55.7901840490797,66.67607361963184,62.59386503067479,40.14171779141101,53.068711656441664,53.74907975460117,53.068711656441664,63.27423312883429,59.87239263803675,,84.0,90.0,73.0,98.0,83.0,81.0,8.0,63.0,68.0,61.0,82.0,98.0,92.0,59.0,78.0,79.0,78.0,93.0,88.0,,83.0,82.0,89.0,92.0,91.0,80.0,89.0,90.0,87.0,95.0,94.0,,9.0,10.0,8.0,11.0,9.0,9.0,1.0,7.0,7.0,7.0,9.0,11.0,10.0,6.0,8.0,8.0,8.0,10.0,9.0,0.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,11.0,10.0,0.0,84 %ile,90 %ile,73 %ile,98 %ile,83 %ile,81 %ile,8 %ile,63 %ile,68 %ile,61 %ile,82 %ile,98 %ile,92 %ile,59 %ile,78 %ile,79 %ile,78 %ile,93 %ile,88 %ile,,83 %ile,82 %ile,89 %ile,92 %ile,91 %ile,80 %ile,89 %ile,90 %ile,87 %ile,95 %ile,94 %ile,,,,,,,4100.217280552643,789607.0000487539
553,553,553,553,553,553,553,553,6137,6138,06037201602,California,CA,Los Angeles,9,2971.0,,,,,,0.647970173457687,,0.972063278357455,,0.323877068557919,,0.123483226266952,,0.105527638190954,,0.388465204957102,,0.036014809828341,,0.19522046449007,12.7418709589041,51.4801614379085,0.513260352053716,40.0,0.5,1242.14229180059,,0.63780487804878,0.212882522696284,0.858675526493508,14.1924952902058,7.29051658631,,43.41400162166503,40.82212092783429,53.13355422353034,63.50107699885333,59.61325595810721,46.005882315495775,55.725434917361085,54.42949457044571,39.52618058091891,60.2612261315649,51.83761387661497,,80.0,94.0,61.0,91.0,68.0,90.0,20.0,77.0,67.0,63.0,82.0,98.0,92.0,71.0,86.0,84.0,61.0,93.0,80.0,,80.0,82.0,87.0,90.0,89.0,86.0,91.0,91.0,76.0,93.0,89.0,,9.0,10.0,7.0,10.0,10.0,7.0,3.0,8.0,7.0,7.0,9.0,11.0,10.0,8.0,9.0,9.0,7.0,10.0,9.0,0.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.0,10.0,9.0,0.0,80 %ile,94 %ile,61 %ile,91 %ile,68 %ile,90 %ile,20 %ile,77 %ile,67 %ile,63 %ile,82 %ile,98 %ile,92 %ile,71 %ile,86 %ile,84 %ile,61 %ile,93 %ile,80 %ile,,80 %ile,82 %ile,87 %ile,90 %ile,89 %ile,86 %ile,91 %ile,91 %ile,76 %ile,93 %ile,89 %ile,,,,,,,6983.871764722546,1557378.4297820162
554,554,554,554,554,554,554,554,6138,6139,06037201700,California,CA,Los Angeles,9,5194.0,,,,,,0.623342638942369,,0.881209087408548,,0.36547619047619,,0.124094799210006,,0.126616746085772,,0.185632549268912,,0.032152483634963,,0.137658837119753,12.8527304109589,50.825906535947695,0.526266279274307,40.0,0.5,2240.1030583757,,0.585991244527829,0.186159729529105,1.72909402054858,15.7282754635198,4.5847393682,,43.010642087023456,38.0239009754845,52.360781671159,61.08757861635216,57.347522782697936,50.49075375433189,51.114096393274245,50.49075375433189,49.86741111538952,59.840893338467424,46.127355281735305,,76.0,79.0,67.0,92.0,74.0,65.0,16.0,51.0,69.0,61.0,84.0,98.0,92.0,81.0,82.0,81.0,80.0,96.0,74.0,,80.0,78.0,87.0,88.0,87.0,89.0,88.0,87.0,85.0,93.0,86.0,,8.0,8.0,7.0,10.0,7.0,8.0,2.0,6.0,7.0,7.0,9.0,11.0,10.0,9.0,9.0,9.0,9.0,11.0,8.0,0.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,0.0,76 %ile,79 %ile,67 %ile,92 %ile,74 %ile,65 %ile,16 %ile,51 %ile,69 %ile,61 %ile,84 %ile,98 %ile,92 %ile,81 %ile,82 %ile,81 %ile,80 %ile,96 %ile,74 %ile,,80 %ile,78 %ile,87 %ile,88 %ile,87 %ile,89 %ile,88 %ile,87 %ile,85 %ile,93 %ile,86 %ile,,,,,,,7837.142214791554,2475934.263146285
555,555,555,555,555,555,555,555,6139,6140,06037203100,California,CA,Los Angeles,9,4615.0,,,,,,0.764788732394366,,0.990899241603467,,0.538678223185265,,0.066840277777778,,0.314102564102564,,0.475595913734392,,0.052221018418202,,0.044637053087757,12.9299446575342,49.647724183006495,0.543945536840478,40.0,0.5,5376.0719690332,,0.690586419753086,0.127465863548748,4.42209694817316,14.8795372430854,11.8184879768,0.700850415110586,54.29999999999999,43.59295774647888,66.53661971830985,74.9492957746479,70.36056338028168,71.12535211267604,68.83098591549295,51.24084507042252,72.65492957746477,71.8901408450704,65.00704225352112,53.535211267605625,94.0,97.0,88.0,62.0,96.0,96.0,43.0,4.0,71.0,57.0,87.0,98.0,92.0,93.0,90.0,67.0,95.0,94.0,85.0,70.0,90.0,85.0,95.0,97.0,95.0,98.0,98.0,88.0,97.0,98.0,96.0,91.0,10.0,11.0,9.0,7.0,11.0,11.0,5.0,1.0,8.0,6.0,9.0,11.0,10.0,10.0,10.0,7.0,11.0,10.0,9.0,8.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,10.0,94 %ile,97 %ile,88 %ile,62 %ile,96 %ile,96 %ile,43 %ile,4 %ile,71 %ile,57 %ile,87 %ile,98 %ile,92 %ile,93 %ile,90 %ile,67 %ile,95 %ile,94 %ile,85 %ile,70 %ile,90 %ile,85 %ile,95 %ile,97 %ile,95 %ile,98 %ile,98 %ile,88 %ile,97 %ile,98 %ile,96 %ile,91 %ile,,,,,,4361.190659180322,960300.3073763757
556,556,556,556,556,556,556,556,6140,6141,06037203200,California,CA,Los Angeles,9,5631.0,,,,,,0.766260534815101,,0.965370271710175,,0.567150797920028,,0.068653338362882,,0.140207715133531,,0.45852324521422,,0.089149351802522,,0.085952761498846,12.9796361643836,49.2702947712418,0.611172929994485,40.0,0.5,7220.795705102659,,0.569808646350106,0.128212847430702,4.64192272601181,13.7254449532975,15.0586631416,0.609521682123746,55.17075850668731,42.91058994964568,72.02849027261954,75.09353241187995,70.49596920298933,73.56101134224974,62.067103320023215,51.3394558326118,73.56101134224974,70.49596920298933,67.43092706372893,52.871976902242,94.0,92.0,90.0,64.0,78.0,95.0,86.0,20.0,72.0,56.0,94.0,98.0,92.0,96.0,81.0,67.0,96.0,92.0,88.0,69.0,91.0,84.0,97.0,97.0,95.0,99.0,95.0,88.0,98.0,98.0,97.0,91.0,10.0,10.0,10.0,7.0,11.0,8.0,9.0,3.0,8.0,6.0,10.0,11.0,10.0,11.0,9.0,7.0,11.0,10.0,9.0,7.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,10.0,94 %ile,92 %ile,90 %ile,64 %ile,78 %ile,95 %ile,86 %ile,20 %ile,72 %ile,56 %ile,94 %ile,98 %ile,92 %ile,96 %ile,81 %ile,67 %ile,96 %ile,92 %ile,88 %ile,69 %ile,91 %ile,84 %ile,97 %ile,97 %ile,95 %ile,99 %ile,95 %ile,88 %ile,98 %ile,98 %ile,97 %ile,91 %ile,,,,,,3760.6472794733536,753558.0153420006
557,557,557,557,557,557,557,557,6141,6142,06037203300,California,CA,Los Angeles,9,1899.0,,,,,,0.753670475757259,,0.978936282253817,,0.5284046692607,,0.072704081632653,,0.163972286374133,,0.427397260273972,,0.025803054239073,,0.04739336492891,12.9021115068493,49.4380202614379,0.627184176807953,40.0,0.6,8667.88399828047,,0.304721030042918,0.1367384139883,3.29455263340296,13.6951161706358,26.0412422969,1.15099638271971,52.7569333030081,42.20554664240648,70.8450247211823,73.85970662421134,73.85970662421134,73.10603614845408,42.959217118163735,52.7569333030081,69.33768376966779,69.33768376966779,70.09135424542504,56.5252856817944,93.0,95.0,87.0,68.0,82.0,93.0,11.0,4.0,70.0,56.0,94.0,98.0,98.0,97.0,57.0,70.0,92.0,92.0,93.0,75.0,89.0,83.0,97.0,96.0,97.0,99.0,80.0,89.0,96.0,97.0,98.0,94.0,10.0,11.0,9.0,7.0,10.0,9.0,2.0,1.0,8.0,6.0,10.0,11.0,11.0,11.0,6.0,8.0,10.0,10.0,10.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0,9.0,9.0,11.0,11.0,11.0,10.0,93 %ile,95 %ile,87 %ile,68 %ile,82 %ile,93 %ile,11 %ile,4 %ile,70 %ile,56 %ile,94 %ile,98 %ile,98 %ile,97 %ile,57 %ile,70 %ile,92 %ile,92 %ile,93 %ile,75 %ile,89 %ile,83 %ile,97 %ile,96 %ile,97 %ile,99 %ile,80 %ile,89 %ile,96 %ile,97 %ile,98 %ile,94 %ile,,,,,,5748.913747311338,2179134.976728405
558,558,558,558,558,558,558,558,6142,6143,06037203500,California,CA,Los Angeles,9,3153.0,,,,,,0.819778192729862,,0.935299714557564,,0.70425667090216,,0.056047197640118,,0.2782874617737,,0.363981042654028,,0.061211544560736,,0.150967332699016,12.9368917808219,48.8838777777778,0.676895220223979,40.0,0.6,12304.8051621891,,0.814061054579093,0.134368006315801,4.98212038935542,16.0521331685279,28.0908087498,2.50342727063485,58.2042516838202,44.26802240741255,78.69870650206676,80.33826288752648,80.33826288752648,81.15804108025635,78.69870650206676,56.56469529836048,78.69870650206676,78.69870650206676,77.05915011660704,67.22181180384868,97.0,87.0,97.0,51.0,94.0,88.0,56.0,58.0,71.0,54.0,96.0,98.0,98.0,99.0,96.0,69.0,96.0,96.0,94.0,82.0,93.0,85.0,99.0,98.0,99.0,99.0,99.0,92.0,99.0,99.0,99.0,98.0,11.0,9.0,11.0,6.0,9.0,10.0,6.0,6.0,8.0,6.0,11.0,11.0,11.0,11.0,11.0,7.0,11.0,11.0,10.0,9.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,97 %ile,87 %ile,97 %ile,51 %ile,94 %ile,88 %ile,56 %ile,58 %ile,71 %ile,54 %ile,96 %ile,98 %ile,98 %ile,99 %ile,96 %ile,69 %ile,96 %ile,96 %ile,94 %ile,82 %ile,93 %ile,85 %ile,99 %ile,98 %ile,99 %ile,99 %ile,99 %ile,92 %ile,99 %ile,99 %ile,99 %ile,98 %ile,,,,,,6960.946623153661,2423951.1940456973
559,559,559,559,559,559,559,559,6143,6144,06037203601,California,CA,Los Angeles,9,2943.0,,,,,,0.736125473974491,,1.0,,0.472250947948983,,0.069541029207232,,0.228432563791008,,0.456490727532097,,0.043832823649337,,0.141352361535847,12.9819309589041,48.8973849673203,0.657270208315236,40.0,0.6,7836.72978739072,,0.671676300578034,0.127058922580657,4.77075037965236,14.8779839179926,47.0922941468,1.11109809724697,53.001034126163376,39.75077559462254,70.66804550155118,72.14029644950017,72.14029644950017,70.66804550155118,64.77904170975525,49.32040675629093,70.66804550155118,69.1957945536022,70.66804550155118,55.20941054808686,91.0,99.0,81.0,65.0,91.0,95.0,30.0,53.0,72.0,54.0,96.0,98.0,98.0,96.0,88.0,67.0,96.0,94.0,96.0,75.0,89.0,80.0,97.0,95.0,96.0,98.0,96.0,86.0,97.0,97.0,98.0,93.0,10.0,11.0,9.0,7.0,11.0,10.0,4.0,6.0,8.0,6.0,11.0,11.0,11.0,11.0,9.0,7.0,11.0,10.0,11.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,10.0,91 %ile,99 %ile,81 %ile,65 %ile,91 %ile,95 %ile,30 %ile,53 %ile,72 %ile,54 %ile,96 %ile,98 %ile,98 %ile,96 %ile,88 %ile,67 %ile,96 %ile,94 %ile,96 %ile,75 %ile,89 %ile,80 %ile,97 %ile,95 %ile,96 %ile,98 %ile,96 %ile,86 %ile,97 %ile,97 %ile,98 %ile,93 %ile,,,,,,4804.455242286653,481918.8115092759
560,560,560,560,560,560,560,560,6144,6145,06037203602,California,CA,Los Angeles,9,1873.0,,,,,,0.771756540309664,,0.972770955686065,,0.570742124933262,,0.020905923344948,,0.257194244604316,,0.536317567567567,,0.083822744260544,,0.104644954618259,12.9819309589041,48.8973849673203,0.657270208315236,40.0,0.6,14208.0391695927,,0.48034188034188,0.12805960454855,5.01587170679183,15.1577639776441,0.0,1.35869023200868,55.56647090229578,41.67485317672183,74.0886278697277,75.63214095034702,75.63214095034702,76.40389749065669,56.33822744260544,51.707688200747455,74.0886278697277,73.31687132941803,0.0,59.4252536038441,94.0,94.0,91.0,11.0,93.0,98.0,82.0,31.0,72.0,54.0,96.0,98.0,98.0,99.0,73.0,67.0,96.0,95.0,0.0,77.0,91.0,83.0,98.0,97.0,98.0,99.0,92.0,88.0,98.0,98.0,0.0,95.0,10.0,10.0,10.0,2.0,11.0,10.0,9.0,4.0,8.0,6.0,11.0,11.0,11.0,11.0,8.0,7.0,11.0,11.0,1.0,8.0,10.0,9.0,11.0,11.0,11.0,11.0,10.0,9.0,11.0,11.0,1.0,11.0,94 %ile,94 %ile,91 %ile,11 %ile,93 %ile,98 %ile,82 %ile,31 %ile,72 %ile,54 %ile,96 %ile,98 %ile,98 %ile,99 %ile,73 %ile,67 %ile,96 %ile,95 %ile,0 %ile,77 %ile,91 %ile,83 %ile,98 %ile,97 %ile,98 %ile,99 %ile,92 %ile,88 %ile,98 %ile,98 %ile,0 %ile,95 %ile,,,,,,2713.764342029502,326267.8337129446
561,561,561,561,561,561,561,561,6145,6146,06037203710,California,CA,Los Angeles,9,3636.0,,,,,,0.665716354513863,,0.988173817381738,,0.343258891645988,,0.040503557744937,,0.112469437652811,,0.505273250239693,,0.087458745874587,,0.111661166116611,13.0055391780822,49.0288098039216,0.664457695490775,40.0,0.6,3039.9789953916,,0.662456946039035,0.130516968922932,4.94584693756212,14.2905341329915,27.5460571023,0.836361908600419,47.931577524998126,36.61439949826246,63.90877003333084,65.24020274235856,65.24020274235856,57.25160648819221,58.583039197219925,45.26871210694268,63.90877003333084,61.91162096978925,61.91162096978925,47.931577524998126,82.0,97.0,64.0,32.0,70.0,97.0,85.0,35.0,72.0,55.0,96.0,98.0,98.0,86.0,88.0,68.0,96.0,93.0,93.0,72.0,85.0,76.0,93.0,91.0,92.0,93.0,93.0,82.0,94.0,94.0,95.0,86.0,9.0,11.0,7.0,4.0,11.0,8.0,9.0,4.0,8.0,6.0,11.0,11.0,11.0,9.0,9.0,7.0,11.0,10.0,10.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,11.0,9.0,82 %ile,97 %ile,64 %ile,32 %ile,70 %ile,97 %ile,85 %ile,35 %ile,72 %ile,55 %ile,96 %ile,98 %ile,98 %ile,86 %ile,88 %ile,68 %ile,96 %ile,93 %ile,93 %ile,72 %ile,85 %ile,76 %ile,93 %ile,91 %ile,92 %ile,93 %ile,93 %ile,82 %ile,94 %ile,94 %ile,95 %ile,86 %ile,,,,,,2806.912687538113,411923.1948013334
562,562,562,562,562,562,562,562,6146,6147,06037203720,California,CA,Los Angeles,9,4014.0,,,,,,0.76457399103139,,0.988041853512705,,0.541106128550074,,0.035676251331203,,0.17914979757085,,0.479634247714048,,0.058046836073742,,0.107125062282012,13.0325975342466,48.8214901960784,0.67136718127444,40.0,0.6,1541.89664451496,,0.758389261744966,0.133987226534015,6.24769574361039,14.7658115239251,0.0,0.876597904144406,55.81390134529144,41.28699551569504,73.39910313901339,74.92825112107617,74.92825112107617,56.578475336322825,71.86995515695062,52.75560538116588,74.92825112107617,71.86995515695062,0.0,55.04932735426005,94.0,97.0,88.0,26.0,85.0,96.0,52.0,33.0,73.0,54.0,96.0,98.0,98.0,74.0,94.0,69.0,98.0,94.0,0.0,72.0,91.0,82.0,98.0,97.0,97.0,93.0,99.0,89.0,98.0,98.0,0.0,93.0,10.0,11.0,9.0,3.0,11.0,9.0,6.0,4.0,8.0,6.0,11.0,11.0,11.0,8.0,10.0,7.0,11.0,10.0,1.0,8.0,10.0,9.0,11.0,11.0,11.0,10.0,11.0,9.0,11.0,11.0,1.0,10.0,94 %ile,97 %ile,88 %ile,26 %ile,85 %ile,96 %ile,52 %ile,33 %ile,73 %ile,54 %ile,96 %ile,98 %ile,98 %ile,74 %ile,94 %ile,69 %ile,98 %ile,94 %ile,0 %ile,72 %ile,91 %ile,82 %ile,98 %ile,97 %ile,97 %ile,93 %ile,99 %ile,89 %ile,98 %ile,98 %ile,0 %ile,93 %ile,,,,,,2932.944527591176,468796.63114277454
563,563,563,563,563,563,563,563,6147,6148,06037203800,California,CA,Los Angeles,9,4803.0,,,,,,0.778159483656048,,0.994378513429106,,0.561940453882989,,0.048534798534798,,0.239336492890995,,0.463636363636363,,0.072662919008953,,0.138246929002706,13.0634501369863,48.8992673202614,0.655918491536766,40.0,0.6,1164.83572316843,,0.83112840466926,0.143328605232332,6.48076713411632,14.1100409066087,0.0,0.303281937111122,57.58380179054752,42.020612117426566,74.70331043098057,76.25962939829266,76.25962939829266,54.47116385592333,75.48146991463662,56.027482823235424,76.25962939829266,72.36883198001243,0.0,50.580366437643086,95.0,98.0,90.0,42.0,92.0,95.0,71.0,51.0,74.0,54.0,96.0,98.0,98.0,70.0,97.0,72.0,98.0,93.0,0.0,65.0,92.0,83.0,98.0,97.0,98.0,92.0,99.0,92.0,98.0,98.0,0.0,89.0,11.0,11.0,10.0,5.0,11.0,10.0,8.0,6.0,8.0,6.0,11.0,11.0,11.0,8.0,11.0,8.0,11.0,10.0,1.0,7.0,10.0,9.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,11.0,1.0,9.0,95 %ile,98 %ile,90 %ile,42 %ile,92 %ile,95 %ile,71 %ile,51 %ile,74 %ile,54 %ile,96 %ile,98 %ile,98 %ile,70 %ile,97 %ile,72 %ile,98 %ile,93 %ile,0 %ile,65 %ile,92 %ile,83 %ile,98 %ile,97 %ile,98 %ile,92 %ile,99 %ile,92 %ile,98 %ile,98 %ile,0 %ile,89 %ile,,,,,,3482.8936846405663,711677.5570335628
564,564,564,564,564,564,564,564,6148,6149,06037203900,California,CA,Los Angeles,9,3206.0,,,,,,0.707603496473918,,0.976294447910168,,0.438912545037667,,0.047066014669927,,0.187234042553191,,0.411653244907626,,0.091703056768559,,0.121023081721771,13.1618860273973,48.3207209150327,0.635933940390686,40.0,0.6,5856.87131140851,,0.669849931787176,0.174180417481064,9.144944985700088,16.4556387292175,0.0,0.332035738073724,53.77786573201773,36.79538181664371,67.22233216502217,69.34514265444392,69.34514265444392,66.51472866854824,62.26910768970474,55.19307272496557,70.05274615091784,67.92993566149607,0.0,45.99422727080464,88.0,94.0,77.0,40.0,86.0,92.0,87.0,41.0,76.0,52.0,95.0,98.0,98.0,94.0,88.0,78.0,99.0,96.0,0.0,65.0,90.0,77.0,95.0,94.0,95.0,97.0,95.0,91.0,97.0,97.0,0.0,85.0,9.0,10.0,8.0,5.0,10.0,9.0,9.0,5.0,8.0,6.0,11.0,11.0,11.0,10.0,9.0,8.0,11.0,11.0,1.0,7.0,10.0,8.0,11.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,1.0,9.0,88 %ile,94 %ile,77 %ile,40 %ile,86 %ile,92 %ile,87 %ile,41 %ile,76 %ile,52 %ile,95 %ile,98 %ile,98 %ile,94 %ile,88 %ile,78 %ile,99 %ile,96 %ile,0 %ile,65 %ile,90 %ile,77 %ile,95 %ile,94 %ile,95 %ile,97 %ile,95 %ile,91 %ile,97 %ile,97 %ile,0 %ile,85 %ile,,,,,,4512.505679240505,654681.2775912737
