,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,OBJECTID,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,VULEOPCT,MINORPOP,MINORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PM25,OZONE,DSLPM,CANCER,RESP,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D_PM25_2,D_OZONE_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_LDPNT_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_UST_2,D_PWDIS_2,P_VULEOPCT,P_MINORPCT,P_LWINCPCT,P_UNEMPPCT,P_LNGISPCT,P_LESHSPCT,P_UNDR5PCT,P_OVR64PCT,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_PM25_D2,P_OZONE_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_LDPNT_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_UST_D2,P_PWDIS_D2,B_VULEOPCT,B_MINORPCT,B_LWINCPCT,B_UNEMPPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_PM25,B_OZONE,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_LDPNT,B_PNPL,B_PRMP,B_PTSDF,B_UST,B_PWDIS,B_PM25_D2,B_OZONE_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_LDPNT_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_UST_D2,B_PWDIS_D2,T_VULEOPCT,T_MINORPCT,T_LWINCPCT,T_UNEMPPCT,T_LNGISPCT,T_LESHSPCT,T_UNDR5PCT,T_OVR64PCT,T_PM25,T_OZONE,T_DSLPM,T_CANCR,T_RESP,T_PTRAF,T_LDPNT,T_PNPL,T_PRMP,T_PTSDF,T_UST,T_PWDIS,T_PM25_D2,T_OZONE_D2,T_DSLPM_D2,T_CANCR_D2,T_RESP_D2,T_PTRAF_D2,T_LDPNT_D2,T_PNPL_D2,T_PRMP_D2,T_PTSDF_D2,T_UST_D2,T_PWDIS_D2,EXCEED_COUNT_80,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area
2144,2144,2144,2144,2144,2144,2144,2144,7728,7729,06037603902,California,CA,Los Angeles,9,3757.0,,,,,,0.701203199686187,,0.928932659036465,,0.47347374033591,,0.100480769230769,,0.169535283993115,,0.353488372093023,,0.100346020761245,,0.10646792653713,12.3753421917808,40.3482960784314,0.507518832411685,30.0,0.4,7687.6788869516195,,0.333898305084745,0.13813296439242,1.47051114898835,19.5205245546168,20.682660455,,40.66978558179888,17.530079992154686,56.79745917458119,52.59023997646406,45.57820797960219,67.315507169874,42.07219198117125,49.08422397803312,52.59023997646406,68.71791356924638,63.80949117144306,,87.0,86.0,81.0,84.0,83.0,87.0,91.0,32.0,58.0,25.0,81.0,75.0,65.0,96.0,60.0,70.0,75.0,98.0,91.0,,77.0,45.0,89.0,80.0,76.0,97.0,80.0,86.0,87.0,97.0,96.0,,9.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,3.0,9.0,8.0,7.0,11.0,7.0,8.0,8.0,11.0,10.0,0.0,8.0,5.0,9.0,9.0,8.0,11.0,9.0,9.0,9.0,11.0,11.0,0.0,87 %ile,86 %ile,81 %ile,84 %ile,83 %ile,87 %ile,91 %ile,32 %ile,58 %ile,25 %ile,81 %ile,75 %ile,65 %ile,96 %ile,60 %ile,70 %ile,75 %ile,98 %ile,91 %ile,,77 %ile,45 %ile,89 %ile,80 %ile,76 %ile,97 %ile,80 %ile,86 %ile,87 %ile,97 %ile,96 %ile,,,,,,,4428.495819973979,1093191.023915356
2145,2145,2145,2145,2145,2145,2145,2145,7729,7730,06037604001,California,CA,Los Angeles,9,4992.0,,,,,,0.659139005073694,,0.899839743589743,,0.418438266557645,,0.119786453119786,,0.078577336641853,,0.369298245614035,,0.060296474358974,,0.071113782051282,12.3240079452055,40.0058052287582,0.497194908990823,30.0,0.4,7612.334520035941,,0.530551415797317,0.149351115434589,1.49756804001905,16.8019730026592,47.1608251372,,37.57092328920056,15.819336121768655,52.73112040589552,49.43542538052705,42.84403532979012,63.27734448707463,50.753703390674445,48.11714737037967,50.09456438560074,63.93648349214833,63.27734448707463,,82.0,82.0,74.0,91.0,58.0,88.0,55.0,12.0,57.0,24.0,80.0,75.0,65.0,96.0,77.0,73.0,76.0,97.0,96.0,,73.0,42.0,87.0,76.0,73.0,96.0,88.0,85.0,85.0,95.0,95.0,,9.0,9.0,8.0,10.0,9.0,6.0,6.0,2.0,6.0,3.0,9.0,8.0,7.0,11.0,8.0,8.0,8.0,11.0,11.0,0.0,8.0,5.0,9.0,8.0,8.0,11.0,9.0,9.0,9.0,11.0,11.0,0.0,82 %ile,82 %ile,74 %ile,91 %ile,58 %ile,88 %ile,55 %ile,12 %ile,57 %ile,24 %ile,80 %ile,75 %ile,65 %ile,96 %ile,77 %ile,73 %ile,76 %ile,97 %ile,96 %ile,,73 %ile,42 %ile,87 %ile,76 %ile,73 %ile,96 %ile,88 %ile,85 %ile,85 %ile,95 %ile,95 %ile,,,,,,,3930.794530337668,958678.6582296717
2146,2146,2146,2146,2146,2146,2146,2146,7730,7731,06037604002,California,CA,Los Angeles,9,4250.0,,,,,,0.591176470588235,,0.765176470588235,,0.417176470588235,,0.070112179487179,,0.148404993065187,,0.232480903354367,,0.039764705882353,,0.098117647058824,12.2807964383562,39.8003640522876,0.488197097638633,30.0,0.4,595.4130454650668,,0.524579962663347,0.159802844016437,1.81472442098138,17.0797883124226,23.8828528968,,33.10588235294116,13.597058823529403,46.11176470588233,44.33823529411762,38.42647058823528,33.10588235294116,45.520588235294085,44.929411764705854,47.88529411764704,57.3441176470588,54.388235294117614,,72.0,63.0,74.0,65.0,79.0,72.0,25.0,27.0,56.0,23.0,78.0,75.0,65.0,56.0,77.0,76.0,81.0,97.0,92.0,,69.0,36.0,82.0,69.0,67.0,72.0,83.0,82.0,83.0,92.0,91.0,,8.0,7.0,8.0,7.0,8.0,8.0,3.0,3.0,6.0,3.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,11.0,10.0,0.0,7.0,4.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,10.0,0.0,72 %ile,63 %ile,74 %ile,65 %ile,79 %ile,72 %ile,25 %ile,27 %ile,56 %ile,23 %ile,78 %ile,75 %ile,65 %ile,56 %ile,77 %ile,76 %ile,81 %ile,97 %ile,92 %ile,,69 %ile,36 %ile,82 %ile,69 %ile,67 %ile,72 %ile,83 %ile,82 %ile,83 %ile,92 %ile,91 %ile,,,,,,,3809.0553720387807,946381.4260439083
2147,2147,2147,2147,2147,2147,2147,2147,7731,7732,06037604101,California,CA,Los Angeles,9,4307.0,,,,,,0.644800851301939,,0.868586022753656,,0.421015679850222,,0.087951807228916,,0.098744769874477,,0.25892535160476,,0.092872068725331,,0.081030879962851,12.3825901369863,39.9860444444444,0.505220247327259,30.0,0.4,7086.70221417067,,0.544769874476987,0.1644514283832,1.44583109027968,17.7456610120747,32.3568714287,,38.0432502268144,14.830419579944596,52.22886895545706,48.36006384764542,41.91205533462603,61.90088172498614,50.93926725285318,49.004864698947365,48.36006384764542,62.54568257628808,60.61128002238227,,79.0,77.0,74.0,78.0,66.0,76.0,88.0,17.0,59.0,23.0,81.0,75.0,65.0,96.0,79.0,76.0,75.0,97.0,94.0,,74.0,39.0,87.0,74.0,71.0,95.0,88.0,86.0,84.0,94.0,94.0,,8.0,8.0,8.0,8.0,8.0,7.0,9.0,2.0,6.0,3.0,9.0,8.0,7.0,11.0,8.0,8.0,8.0,11.0,10.0,0.0,8.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,9.0,10.0,10.0,0.0,79 %ile,77 %ile,74 %ile,78 %ile,66 %ile,76 %ile,88 %ile,17 %ile,59 %ile,23 %ile,81 %ile,75 %ile,65 %ile,96 %ile,79 %ile,76 %ile,75 %ile,97 %ile,94 %ile,,74 %ile,39 %ile,87 %ile,74 %ile,71 %ile,95 %ile,88 %ile,86 %ile,84 %ile,94 %ile,94 %ile,,,,,,,3536.644243582174,698659.6344858716
2148,2148,2148,2148,2148,2148,2148,2148,7732,7733,06037604102,California,CA,Los Angeles,9,2678.0,,,,,,0.530806572068708,,0.784167289021658,,0.277445855115758,,0.008701472556894,,0.063241106719368,,0.2,,0.048543689320388,,0.094100074682599,12.3825901369863,39.9860444444444,0.505220247327259,30.0,0.4,10911.3326671258,,0.446735395189003,0.172578555525035,1.52603515672613,17.5444400289554,29.1307167929,,31.317587752053768,12.208551157580285,42.995332337565344,39.8104929051531,34.502427184466015,52.01904406273338,37.15646004480956,41.402912621359214,40.3412994772218,51.48823749066467,49.89581777445855,,63.0,66.0,53.0,3.0,50.0,67.0,37.0,25.0,59.0,23.0,81.0,75.0,65.0,98.0,70.0,78.0,76.0,97.0,94.0,,67.0,34.0,79.0,63.0,61.0,90.0,75.0,78.0,77.0,88.0,88.0,,7.0,7.0,6.0,1.0,7.0,6.0,4.0,3.0,6.0,3.0,9.0,8.0,7.0,11.0,8.0,8.0,8.0,11.0,10.0,0.0,7.0,4.0,8.0,7.0,7.0,10.0,8.0,8.0,8.0,9.0,9.0,0.0,63 %ile,66 %ile,53 %ile,3 %ile,50 %ile,67 %ile,37 %ile,25 %ile,59 %ile,23 %ile,81 %ile,75 %ile,65 %ile,98 %ile,70 %ile,78 %ile,76 %ile,97 %ile,94 %ile,,67 %ile,34 %ile,79 %ile,63 %ile,61 %ile,90 %ile,75 %ile,78 %ile,77 %ile,88 %ile,88 %ile,,,,,,,4452.485204191441,775934.2271448653
2149,2149,2149,2149,2149,2149,2149,2149,7733,7734,06037604200,California,CA,Los Angeles,9,6009.0,,,,,,0.598435679813613,,0.930437676818106,,0.266433682809119,,0.070842201276984,,0.175406871609403,,0.278245345575108,,0.072890664003994,,0.111665834581461,12.7618638356164,41.607660784313694,0.537213575703243,40.0,0.5,2249.71705710244,,0.705779334500875,0.10234698453874,0.459073566243302,17.406223755084,0.0,,40.09519054751204,17.95307039440838,51.46546846397068,58.64669662173403,55.05608254285236,48.47329006490262,54.45764686303875,34.709269429189526,25.73273423198534,58.04826094192042,0.0,,73.0,87.0,51.0,66.0,84.0,79.0,71.0,35.0,67.0,30.0,86.0,98.0,92.0,81.0,91.0,58.0,43.0,97.0,0.0,,76.0,46.0,86.0,86.0,86.0,88.0,90.0,70.0,60.0,92.0,0.0,,8.0,9.0,6.0,7.0,8.0,9.0,8.0,4.0,7.0,4.0,9.0,11.0,10.0,9.0,10.0,6.0,5.0,11.0,1.0,0.0,8.0,5.0,9.0,9.0,9.0,9.0,10.0,8.0,7.0,10.0,1.0,0.0,73 %ile,87 %ile,51 %ile,66 %ile,84 %ile,79 %ile,71 %ile,35 %ile,67 %ile,30 %ile,86 %ile,98 %ile,92 %ile,81 %ile,91 %ile,58 %ile,43 %ile,97 %ile,0 %ile,,76 %ile,46 %ile,86 %ile,86 %ile,86 %ile,88 %ile,90 %ile,70 %ile,60 %ile,92 %ile,0 %ile,,,,,,,6581.130646329735,1831388.3733222736
2150,2150,2150,2150,2150,2150,2150,2150,7734,7735,06037609900,California,CA,Los Angeles,9,2015.0,,,,,,0.554784932121714,,0.756327543424317,,0.353242320819112,,0.054564533053515,,0.063664596273292,,0.205766710353866,,0.051116625310174,,0.252109181141439,11.3521063013699,37.0278006535948,0.527397527181502,20.0,0.3,1661.72687545157,,0.540298507462686,0.084471341157949,2.17903116362614,9.50166093551502,29.2207425386,,22.746182216990288,9.431343846069144,46.60193429822401,9.431343846069144,13.314838370921146,42.1636548412503,43.273224705493725,28.294031538207435,47.15671923034573,44.93757950185887,52.14978361944116,,67.0,62.0,65.0,49.0,51.0,68.0,41.0,90.0,41.0,17.0,84.0,17.0,24.0,76.0,78.0,51.0,85.0,81.0,94.0,,56.0,27.0,82.0,14.0,24.0,82.0,81.0,63.0,83.0,83.0,89.0,,7.0,7.0,7.0,5.0,7.0,6.0,5.0,10.0,5.0,2.0,9.0,2.0,3.0,8.0,8.0,6.0,9.0,9.0,10.0,0.0,6.0,3.0,9.0,2.0,3.0,9.0,9.0,7.0,9.0,9.0,9.0,0.0,67 %ile,62 %ile,65 %ile,49 %ile,51 %ile,68 %ile,41 %ile,90 %ile,41 %ile,17 %ile,84 %ile,17 %ile,24 %ile,76 %ile,78 %ile,51 %ile,85 %ile,81 %ile,94 %ile,,56 %ile,27 %ile,82 %ile,14 %ile,24 %ile,82 %ile,81 %ile,63 %ile,83 %ile,83 %ile,89 %ile,,,,,,,5180.847646454245,771062.5448013498
2151,2151,2151,2151,2151,2151,2151,2151,7735,7736,06037620001,California,CA,Los Angeles,9,4216.0,,,,,,0.253065365215379,,0.412001897533206,,0.094128832897552,,0.045836837678722,,0.009204470742932,,0.041849476881539,,0.037950664136622,,0.118358633776091,12.15582,41.1425352941176,0.422876348887372,40.0,0.6,1710.17770150637,,0.59062103929024,0.076191677258898,3.40682078852439,12.4082376069516,0.0,,13.412464356415075,7.085830226030607,17.20844483464576,24.800405791107124,24.800405791107124,19.2329677563688,21.00442531287644,11.894072165122804,23.28201359981485,22.52281750416872,0.0,,17.0,26.0,11.0,38.0,14.0,20.0,22.0,39.0,53.0,28.0,68.0,98.0,98.0,76.0,83.0,47.0,92.0,89.0,0.0,,38.0,22.0,44.0,38.0,44.0,49.0,54.0,35.0,56.0,54.0,0.0,,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,3.0,7.0,11.0,11.0,8.0,9.0,5.0,10.0,9.0,1.0,0.0,4.0,3.0,5.0,4.0,5.0,5.0,6.0,4.0,6.0,6.0,1.0,0.0,17 %ile,26 %ile,11 %ile,38 %ile,14 %ile,20 %ile,22 %ile,39 %ile,53 %ile,28 %ile,68 %ile,98 %ile,98 %ile,76 %ile,83 %ile,47 %ile,92 %ile,89 %ile,0 %ile,,38 %ile,22 %ile,44 %ile,38 %ile,44 %ile,49 %ile,54 %ile,35 %ile,56 %ile,54 %ile,0 %ile,,,,,,,5408.6051354988895,1723382.96991683
2152,2152,2152,2152,2152,2152,2152,2152,7736,7737,06037620002,California,CA,Los Angeles,9,3540.0,,,,,,0.297474585961954,,0.425423728813559,,0.169525443110348,,0.077211043518952,,0.036401098901099,,0.023529411764706,,0.055649717514124,,0.096610169491525,12.107078630137,40.9023633986928,0.412305976539705,40.0,0.6,831.9144965941299,,0.344943067649028,0.078254065531393,4.82470850795721,11.6886798403088,0.0,,15.468678470021583,8.031813820972745,19.930797259450888,29.152509424271447,29.152509424271447,18.740898915603072,18.145949743679164,14.278780126173768,28.55756025234753,26.17776356465191,0.0,,25.0,28.0,30.0,71.0,34.0,10.0,48.0,26.0,52.0,27.0,67.0,98.0,98.0,63.0,61.0,48.0,96.0,88.0,0.0,,43.0,24.0,50.0,45.0,52.0,48.0,49.0,40.0,63.0,61.0,0.0,,3.0,3.0,4.0,8.0,2.0,4.0,5.0,3.0,6.0,3.0,7.0,11.0,11.0,7.0,7.0,5.0,11.0,9.0,1.0,0.0,5.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,1.0,0.0,25 %ile,28 %ile,30 %ile,71 %ile,34 %ile,10 %ile,48 %ile,26 %ile,52 %ile,27 %ile,67 %ile,98 %ile,98 %ile,63 %ile,61 %ile,48 %ile,96 %ile,88 %ile,0 %ile,,43 %ile,24 %ile,50 %ile,45 %ile,52 %ile,48 %ile,49 %ile,40 %ile,63 %ile,61 %ile,0 %ile,,,,,,,5815.807821571288,1724900.5605321412
2153,2153,2153,2153,2153,2153,2153,2153,7737,7738,06037620101,California,CA,Los Angeles,9,5292.0,,,,,,0.280328798185941,,0.38718820861678,,0.173469387755102,,0.079,,0.006869479882237,,0.029334038054968,,0.073318216175359,,0.149848828420256,11.9919295890411,41.1137660130719,0.393041906834415,40.0,0.6,385.110791052209,,0.545539033457249,0.070143726469961,3.76177279780967,8.77206718463036,0.0,,14.016439909297052,7.849206349206349,17.941043083900226,27.47222222222222,27.47222222222222,13.175453514739228,22.14597505668934,12.054138321995463,26.350907029478456,22.14597505668934,0.0,,22.0,24.0,31.0,73.0,12.0,13.0,72.0,58.0,50.0,28.0,64.0,98.0,98.0,47.0,79.0,43.0,94.0,79.0,0.0,,40.0,24.0,46.0,42.0,49.0,36.0,56.0,36.0,60.0,54.0,0.0,,3.0,3.0,4.0,8.0,2.0,2.0,8.0,6.0,6.0,3.0,7.0,11.0,11.0,5.0,8.0,5.0,10.0,8.0,1.0,0.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,7.0,6.0,1.0,0.0,22 %ile,24 %ile,31 %ile,73 %ile,12 %ile,13 %ile,72 %ile,58 %ile,50 %ile,28 %ile,64 %ile,98 %ile,98 %ile,47 %ile,79 %ile,43 %ile,94 %ile,79 %ile,0 %ile,,40 %ile,24 %ile,46 %ile,42 %ile,49 %ile,36 %ile,56 %ile,36 %ile,60 %ile,54 %ile,0 %ile,,,,,,,5934.330222972939,1972749.7208552684
2154,2154,2154,2154,2154,2154,2154,2154,7738,7739,06037620102,California,CA,Los Angeles,9,3527.0,,,,,,0.230791040544372,,0.318684434363481,,0.142897646725262,,0.058992216304793,,0.006748466257669,,0.020436927413672,,0.060107740289198,,0.124468386730932,11.9637221917808,40.8822235294118,0.387198233722968,40.0,0.6,1126.20765806598,,0.432758620689655,0.073114270877839,5.22081444792779,8.65592712039626,0.0,,11.539552027218576,6.00056705415366,14.309044513751036,22.617521973348406,22.617521973348406,15.924581797561634,15.924581797561634,10.38559682449672,22.155939892259667,18.00170116246098,0.0,,14.0,17.0,23.0,54.0,12.0,9.0,55.0,43.0,50.0,26.0,62.0,98.0,98.0,69.0,69.0,45.0,96.0,78.0,0.0,,34.0,18.0,39.0,34.0,41.0,42.0,44.0,32.0,54.0,45.0,0.0,,2.0,2.0,3.0,6.0,1.0,2.0,6.0,5.0,6.0,3.0,7.0,11.0,11.0,7.0,7.0,5.0,11.0,8.0,1.0,0.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,1.0,0.0,14 %ile,17 %ile,23 %ile,54 %ile,12 %ile,9 %ile,55 %ile,43 %ile,50 %ile,26 %ile,62 %ile,98 %ile,98 %ile,69 %ile,69 %ile,45 %ile,96 %ile,78 %ile,0 %ile,,34 %ile,18 %ile,39 %ile,34 %ile,41 %ile,42 %ile,44 %ile,32 %ile,54 %ile,45 %ile,0 %ile,,,,,,,5884.157943084712,1269443.4782542046
2155,2155,2155,2155,2155,2155,2155,2155,7739,7740,06037620201,California,CA,Los Angeles,9,1643.0,,,,,,0.120259523468547,,0.133901399878271,,0.106617647058823,,0.028846153846154,,0.008859357696567,,0.003709198813056,,0.049908703590992,,0.097382836275107,11.8435038356164,40.3418535947712,0.372535871668642,30.0,0.5,143.585561790381,,0.361680327868852,0.078216575282604,3.84333729975682,7.84823334582277,0.0,,5.772457126490256,3.006488086713675,7.215571408112819,9.019464260141024,11.063876159106323,3.487526180587863,7.456090455049913,5.772457126490256,11.304395206043417,9.019464260141024,0.0,,1.0,2.0,14.0,18.0,14.0,2.0,39.0,27.0,48.0,25.0,60.0,75.0,92.0,29.0,62.0,48.0,94.0,75.0,0.0,,19.0,10.0,22.0,14.0,20.0,11.0,22.0,19.0,32.0,26.0,0.0,,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,3.0,7.0,8.0,10.0,3.0,7.0,5.0,10.0,8.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,0.0,1 %ile,2 %ile,14 %ile,18 %ile,14 %ile,2 %ile,39 %ile,27 %ile,48 %ile,25 %ile,60 %ile,75 %ile,92 %ile,29 %ile,62 %ile,48 %ile,94 %ile,75 %ile,0 %ile,,19 %ile,10 %ile,22 %ile,14 %ile,20 %ile,11 %ile,22 %ile,19 %ile,32 %ile,26 %ile,0 %ile,,,,,,,4009.2839036169744,600748.3571499146
2156,2156,2156,2156,2156,2156,2156,2156,7740,7741,06037620301,California,CA,Los Angeles,9,4403.0,,,,,,0.12165779511694,,0.203497615262321,,0.039817974971558,,0.027434104357181,,0.0,,0.006673691605198,,0.030888030888031,,0.169884169884169,11.9616964383562,40.2482660130719,0.381775168569331,30.0,0.4,951.878812596699,,0.512962962962963,0.088211940150455,4.53820723222041,12.4478263788107,0.0,,6.082889755846988,2.919787082806554,7.542783297250265,9.124334633770482,7.907756682601085,8.029414477718024,9.245992428887424,6.326205346080868,11.557490536109276,10.827543765407638,0.0,,1.0,6.0,2.0,17.0,0.0,3.0,15.0,67.0,50.0,24.0,62.0,75.0,65.0,66.0,76.0,52.0,95.0,89.0,0.0,,20.0,10.0,23.0,14.0,13.0,23.0,27.0,21.0,33.0,31.0,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,6.0,3.0,7.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1 %ile,6 %ile,2 %ile,17 %ile,0 %ile,3 %ile,15 %ile,67 %ile,50 %ile,24 %ile,62 %ile,75 %ile,65 %ile,66 %ile,76 %ile,52 %ile,95 %ile,89 %ile,0 %ile,,20 %ile,10 %ile,23 %ile,14 %ile,13 %ile,23 %ile,27 %ile,21 %ile,33 %ile,31 %ile,0 %ile,,,,,,,5224.841932125623,1511474.47771431
2157,2157,2157,2157,2157,2157,2157,2157,7741,7742,06037620303,California,CA,Los Angeles,9,4819.0,,,,,,0.143183233035899,,0.210417098983191,,0.075949367088608,,0.061093247588424,,0.0,,0.012391573729864,,0.054575638099191,,0.169952272255654,11.9438819178082,40.073885620915,0.377911239058188,30.0,0.4,2375.80437220261,,0.375,0.093430863169513,3.02334810947645,13.4913166988302,0.0,,7.015978418759066,3.436397592861583,8.734177215189858,10.738742477692448,9.306910147333454,11.741025108943743,9.163726914297555,7.875077816974462,13.029674206266836,13.172857439302735,0.0,,3.0,6.0,7.0,56.0,0.0,5.0,46.0,67.0,49.0,24.0,61.0,75.0,65.0,82.0,64.0,55.0,91.0,92.0,0.0,,23.0,11.0,26.0,17.0,16.0,33.0,27.0,25.0,36.0,36.0,0.0,,1.0,1.0,1.0,6.0,1.0,1.0,5.0,7.0,5.0,3.0,7.0,8.0,7.0,9.0,7.0,6.0,10.0,10.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,3 %ile,6 %ile,7 %ile,56 %ile,0 %ile,5 %ile,46 %ile,67 %ile,49 %ile,24 %ile,61 %ile,75 %ile,65 %ile,82 %ile,64 %ile,55 %ile,91 %ile,92 %ile,0 %ile,,23 %ile,11 %ile,26 %ile,17 %ile,16 %ile,33 %ile,27 %ile,25 %ile,36 %ile,36 %ile,0 %ile,,,,,,,5862.125274790485,1684998.6688666097
2158,2158,2158,2158,2158,2158,2158,2158,7742,7743,06037620305,California,CA,Los Angeles,9,5848.0,,,,,,0.157318741450068,,0.262482900136798,,0.052154582763338,,0.062268596432178,,0.012277730736664,,0.009692270414345,,0.089090287277702,,0.134575923392612,11.8425378082192,40.1002568627451,0.353850281126457,30.0,0.4,134.848558986314,,0.41447581953911,0.084304814914497,3.07884136723401,8.24545809390905,0.0,,7.551299589603259,3.775649794801629,8.96716826265387,11.798905608755092,10.225718194254412,4.404924760601901,10.540355677154547,8.023255813953462,14.316005471956178,12.113543091655227,0.0,,4.0,11.0,3.0,57.0,16.0,4.0,86.0,49.0,48.0,24.0,57.0,75.0,65.0,28.0,67.0,51.0,91.0,77.0,0.0,,24.0,12.0,27.0,18.0,18.0,14.0,31.0,25.0,39.0,33.0,0.0,,1.0,2.0,1.0,6.0,1.0,2.0,9.0,5.0,5.0,3.0,6.0,8.0,7.0,3.0,7.0,6.0,10.0,8.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,0.0,4 %ile,11 %ile,3 %ile,57 %ile,16 %ile,4 %ile,86 %ile,49 %ile,48 %ile,24 %ile,57 %ile,75 %ile,65 %ile,28 %ile,67 %ile,51 %ile,91 %ile,77 %ile,0 %ile,,24 %ile,12 %ile,27 %ile,18 %ile,18 %ile,14 %ile,31 %ile,25 %ile,39 %ile,33 %ile,0 %ile,,,,,,,8707.132514438985,3696803.1057893136
2159,2159,2159,2159,2159,2159,2159,2159,7743,7744,06037620400,California,CA,Los Angeles,9,5309.0,,,,,,0.256117022732752,,0.471275193068374,,0.040958852397131,,0.084788029925187,,0.048553719008264,,0.013993541442411,,0.049915238274628,,0.181201732906385,12.1106605479452,40.1975934640523,0.408637882575965,30.0,0.4,1028.39252261785,,0.340086830680173,0.104719511069883,2.53374723150129,18.46226650385,0.0,,13.57420220483588,6.146808545586058,16.90372350036166,19.208776704956435,16.64760647762891,17.159840523094413,15.367021363965147,15.110904341232397,22.53829800048221,25.09946822780974,0.0,,18.0,32.0,2.0,77.0,42.0,6.0,39.0,72.0,53.0,24.0,66.0,75.0,65.0,67.0,60.0,59.0,88.0,98.0,0.0,,39.0,19.0,44.0,28.0,31.0,45.0,43.0,42.0,55.0,59.0,0.0,,2.0,4.0,1.0,8.0,1.0,5.0,4.0,8.0,6.0,3.0,7.0,8.0,7.0,7.0,7.0,6.0,9.0,11.0,1.0,0.0,4.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,1.0,0.0,18 %ile,32 %ile,2 %ile,77 %ile,42 %ile,6 %ile,39 %ile,72 %ile,53 %ile,24 %ile,66 %ile,75 %ile,65 %ile,67 %ile,60 %ile,59 %ile,88 %ile,98 %ile,0 %ile,,39 %ile,19 %ile,44 %ile,28 %ile,31 %ile,45 %ile,43 %ile,42 %ile,55 %ile,59 %ile,0 %ile,,,,,,,7763.557335454685,3751235.959416105
